Location,Period,Indicator,Tooltip,IndicatorCode,FactValueForMeasure,FactValueString,FactValueUoM,FactComments,LanguageName,'Facts'[LANGUAGE_CODE],LanguageOrder,SpaceTime,TimeDimValueCode,DataSourceDimValueCode,SpatialDimValueCode,Dim1ValueCode,Dim2ValueCode,Dim3ValueCode,SlicingDimCode,SlicingDimValueCode,IsLatestYear,LatestYearLabel,FactValueNumericPrefix
Japan,2002,Hospital beds (per 10 000 population),144.3,WHS6_102,144.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2002,,JPN,,,,,,FALSE,2002,
Japan,2003,Hospital beds (per 10 000 population),142.6,WHS6_102,142.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2003,,JPN,,,,,,FALSE,2003,
Japan,2004,Hospital beds (per 10 000 population),142,WHS6_102,142,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2004,,JPN,,,,,,FALSE,2004,
Japan,2005,Hospital beds (per 10 000 population),140.8,WHS6_102,140.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2005,,JPN,,,,,,FALSE,2005,
Japan,2006,Hospital beds (per 10 000 population),139.7,WHS6_102,139.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2006,,JPN,,,,,,FALSE,2006,
Japan,2007,Hospital beds (per 10 000 population),138.7,WHS6_102,138.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2007,,JPN,,,,,,FALSE,2007,
Japan,2008,Hospital beds (per 10 000 population),137.1,WHS6_102,137.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2008,,JPN,,,,,,FALSE,2008,
Japan,2009,Hospital beds (per 10 000 population),136.2,WHS6_102,136.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2009,,JPN,,,,,,FALSE,2009,
Japan,2010,Hospital beds (per 10 000 population),135.1,WHS6_102,135.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2010,,JPN,,,,,,FALSE,2010,
Japan,2011,Hospital beds (per 10 000 population),134,WHS6_102,134,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2011,,JPN,,,,,,FALSE,2011,
Japan,2012,Hospital beds (per 10 000 population),133.5,WHS6_102,133.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2012,,JPN,,,,,,FALSE,2012,
Japan,2013,Hospital beds (per 10 000 population),133,WHS6_102,133,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2013,,JPN,,,,,,FALSE,2013,
Japan,2014,Hospital beds (per 10 000 population),132.1,WHS6_102,132.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2014,,JPN,,,,,,FALSE,2014,
Japan,2015,Hospital beds (per 10 000 population),131.7,WHS6_102,131.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2015,,JPN,,,,,,FALSE,2015,
Japan,2016,Hospital beds (per 10 000 population),131.1,WHS6_102,131.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2016,,JPN,,,,,,FALSE,2016,
Japan,2017,Hospital beds (per 10 000 population),130.5,WHS6_102,130.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2017,,JPN,,,,,,FALSE,2017,
Japan,2018,Hospital beds (per 10 000 population),129.8,WHS6_102,129.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,JPN,2018,,JPN,,,,,,TRUE,Latest,
Jamaica,2010,Hospital beds (per 10 000 population),17.63,WHS6_102,17.63,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2010,,JAM,,,,,,FALSE,2010,
Jamaica,2012,Hospital beds (per 10 000 population),16.68,WHS6_102,16.68,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2012,,JAM,,,,,,FALSE,2012,
Jamaica,2013,Hospital beds (per 10 000 population),16.64,WHS6_102,16.64,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2013,,JAM,,,,,,FALSE,2013,
Jamaica,2015,Hospital beds (per 10 000 population),16.94,WHS6_102,16.94,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2015,,JAM,,,,,,FALSE,2015,
Jamaica,2016,Hospital beds (per 10 000 population),17.82,WHS6_102,17.82,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2016,,JAM,,,,,,FALSE,2016,
Jamaica,2017,Hospital beds (per 10 000 population),17.17,WHS6_102,17.17,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,JAM,2017,,JAM,,,,,,TRUE,Latest,
Italy,2000,Hospital beds (per 10 000 population),47.1,WHS6_102,47.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2000,,ITA,,,,,,FALSE,2000,
Italy,2001,Hospital beds (per 10 000 population),46.1,WHS6_102,46.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2001,,ITA,,,,,,FALSE,2001,
Italy,2002,Hospital beds (per 10 000 population),44.4,WHS6_102,44.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2002,,ITA,,,,,,FALSE,2002,
Italy,2003,Hospital beds (per 10 000 population),41.8,WHS6_102,41.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2003,,ITA,,,,,,FALSE,2003,
Italy,2004,Hospital beds (per 10 000 population),40.2,WHS6_102,40.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2004,,ITA,,,,,,FALSE,2004,
Italy,2005,Hospital beds (per 10 000 population),40.4,WHS6_102,40.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2005,,ITA,,,,,,FALSE,2005,
Italy,2006,Hospital beds (per 10 000 population),39.9,WHS6_102,39.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2006,,ITA,,,,,,FALSE,2006,
Italy,2007,Hospital beds (per 10 000 population),39.1,WHS6_102,39.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2007,,ITA,,,,,,FALSE,2007,
Italy,2008,Hospital beds (per 10 000 population),37.9,WHS6_102,37.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2008,,ITA,,,,,,FALSE,2008,
Italy,2009,Hospital beds (per 10 000 population),36.9,WHS6_102,36.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2009,,ITA,,,,,,FALSE,2009,
Italy,2010,Hospital beds (per 10 000 population),36.4,WHS6_102,36.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2010,,ITA,,,,,,FALSE,2010,
Italy,2011,Hospital beds (per 10 000 population),35.2,WHS6_102,35.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2011,,ITA,,,,,,FALSE,2011,
Italy,2012,Hospital beds (per 10 000 population),34.2,WHS6_102,34.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2012,,ITA,,,,,,FALSE,2012,
Italy,2013,Hospital beds (per 10 000 population),33.1,WHS6_102,33.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2013,,ITA,,,,,,FALSE,2013,
Italy,2014,Hospital beds (per 10 000 population),32.1,WHS6_102,32.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2014,,ITA,,,,,,FALSE,2014,
Italy,2015,Hospital beds (per 10 000 population),32,WHS6_102,32,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2015,,ITA,,,,,,FALSE,2015,
Italy,2016,Hospital beds (per 10 000 population),31.7,WHS6_102,31.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2016,,ITA,,,,,,FALSE,2016,
Italy,2017,Hospital beds (per 10 000 population),31.8,WHS6_102,31.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2017,,ITA,,,,,,FALSE,2017,
Italy,2018,Hospital beds (per 10 000 population),31.4,WHS6_102,31.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ITA,2018,,ITA,,,,,,TRUE,Latest,
Israel,2000,Hospital beds (per 10 000 population),38.5,WHS6_102,38.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2000,,ISR,,,,,,FALSE,2000,
Israel,2001,Hospital beds (per 10 000 population),38.6,WHS6_102,38.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2001,,ISR,,,,,,FALSE,2001,
Israel,2002,Hospital beds (per 10 000 population),38.1,WHS6_102,38.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2002,,ISR,,,,,,FALSE,2002,
Israel,2003,Hospital beds (per 10 000 population),38.6,WHS6_102,38.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2003,,ISR,,,,,,FALSE,2003,
Israel,2004,Hospital beds (per 10 000 population),38,WHS6_102,38,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2004,,ISR,,,,,,FALSE,2004,
Israel,2005,Hospital beds (per 10 000 population),37.3,WHS6_102,37.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2005,,ISR,,,,,,FALSE,2005,
Israel,2006,Hospital beds (per 10 000 population),34,WHS6_102,34,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2006,,ISR,,,,,,FALSE,2006,
Israel,2007,Hospital beds (per 10 000 population),33.5,WHS6_102,33.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2007,,ISR,,,,,,FALSE,2007,
Israel,2008,Hospital beds (per 10 000 population),33,WHS6_102,33,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2008,,ISR,,,,,,FALSE,2008,
Israel,2009,Hospital beds (per 10 000 population),31.9,WHS6_102,31.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2009,,ISR,,,,,,FALSE,2009,
Israel,2010,Hospital beds (per 10 000 population),31.6,WHS6_102,31.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2010,,ISR,,,,,,FALSE,2010,
Israel,2011,Hospital beds (per 10 000 population),31.4,WHS6_102,31.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2011,,ISR,,,,,,FALSE,2011,
Israel,2012,Hospital beds (per 10 000 population),31,WHS6_102,31,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2012,,ISR,,,,,,FALSE,2012,
Israel,2013,Hospital beds (per 10 000 population),30.9,WHS6_102,30.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2013,,ISR,,,,,,FALSE,2013,
Israel,2014,Hospital beds (per 10 000 population),30.8,WHS6_102,30.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2014,,ISR,,,,,,FALSE,2014,
Israel,2015,Hospital beds (per 10 000 population),30.3,WHS6_102,30.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2015,,ISR,,,,,,FALSE,2015,
Israel,2016,Hospital beds (per 10 000 population),29.9,WHS6_102,29.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2016,,ISR,,,,,,FALSE,2016,
Israel,2017,Hospital beds (per 10 000 population),30.2,WHS6_102,30.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2017,,ISR,,,,,,FALSE,2017,
Israel,2018,Hospital beds (per 10 000 population),29.8,WHS6_102,29.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,ISR,2018,,ISR,,,,,,TRUE,Latest,
Ireland,2000,Hospital beds (per 10 000 population),61.3,WHS6_102,61.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2000,,IRL,,,,,,FALSE,2000,
Ireland,2001,Hospital beds (per 10 000 population),58.6,WHS6_102,58.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2001,,IRL,,,,,,FALSE,2001,
Ireland,2002,Hospital beds (per 10 000 population),57.8,WHS6_102,57.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2002,,IRL,,,,,,FALSE,2002,
Ireland,2003,Hospital beds (per 10 000 population),56.7,WHS6_102,56.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2003,,IRL,,,,,,FALSE,2003,
Ireland,2004,Hospital beds (per 10 000 population),56.4,WHS6_102,56.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2004,,IRL,,,,,,FALSE,2004,
Ireland,2005,Hospital beds (per 10 000 population),54.6,WHS6_102,54.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2005,,IRL,,,,,,FALSE,2005,
Ireland,2006,Hospital beds (per 10 000 population),52.6,WHS6_102,52.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2006,,IRL,,,,,,FALSE,2006,
Ireland,2007,Hospital beds (per 10 000 population),51,WHS6_102,51,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2007,,IRL,,,,,,FALSE,2007,
Ireland,2008,Hospital beds (per 10 000 population),48.5,WHS6_102,48.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2008,,IRL,,,,,,FALSE,2008,
Ireland,2009,Hospital beds (per 10 000 population),28.3,WHS6_102,28.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2009,,IRL,,,,,,FALSE,2009,
Ireland,2010,Hospital beds (per 10 000 population),27.3,WHS6_102,27.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2010,,IRL,,,,,,FALSE,2010,
Ireland,2011,Hospital beds (per 10 000 population),26.2,WHS6_102,26.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2011,,IRL,,,,,,FALSE,2011,
Ireland,2012,Hospital beds (per 10 000 population),25.4,WHS6_102,25.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2012,,IRL,,,,,,FALSE,2012,
Ireland,2013,Hospital beds (per 10 000 population),25.6,WHS6_102,25.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2013,,IRL,,,,,,FALSE,2013,
Ireland,2014,Hospital beds (per 10 000 population),25.7,WHS6_102,25.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2014,,IRL,,,,,,FALSE,2014,
Ireland,2015,Hospital beds (per 10 000 population),29.2,WHS6_102,29.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2015,,IRL,,,,,,FALSE,2015,
Ireland,2016,Hospital beds (per 10 000 population),29.6,WHS6_102,29.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2016,,IRL,,,,,,FALSE,2016,
Ireland,2017,Hospital beds (per 10 000 population),29.7,WHS6_102,29.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2017,,IRL,,,,,,FALSE,2017,
Ireland,2018,Hospital beds (per 10 000 population),29.7,WHS6_102,29.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IRL,2018,,IRL,,,,,,TRUE,Latest,
Iraq,2000,Hospital beds (per 10 000 population),12,WHS6_102,12,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2000,,IRQ,,,,,,FALSE,2000,
Iraq,2001,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2001,,IRQ,,,,,,FALSE,2001,
Iraq,2002,Hospital beds (per 10 000 population),12.7,WHS6_102,12.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2002,,IRQ,,,,,,FALSE,2002,
Iraq,2003,Hospital beds (per 10 000 population),13.1,WHS6_102,13.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2003,,IRQ,,,,,,FALSE,2003,
Iraq,2004,Hospital beds (per 10 000 population),13.3,WHS6_102,13.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2004,,IRQ,,,,,,FALSE,2004,
Iraq,2005,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2005,,IRQ,,,,,,FALSE,2005,
Iraq,2006,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2006,,IRQ,,,,,,FALSE,2006,
Iraq,2007,Hospital beds (per 10 000 population),13.3,WHS6_102,13.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2007,,IRQ,,,,,,FALSE,2007,
Iraq,2008,Hospital beds (per 10 000 population),12.6,WHS6_102,12.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2008,,IRQ,,,,,,FALSE,2008,
Iraq,2009,Hospital beds (per 10 000 population),12.7,WHS6_102,12.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2009,,IRQ,,,,,,FALSE,2009,
Iraq,2010,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2010,,IRQ,,,,,,FALSE,2010,
Iraq,2011,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2011,,IRQ,,,,,,FALSE,2011,
Iraq,2012,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2012,,IRQ,,,,,,FALSE,2012,
Iraq,2013,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2013,,IRQ,,,,,,FALSE,2013,
Iraq,2014,Hospital beds (per 10 000 population),13.8,WHS6_102,13.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2014,,IRQ,,,,,,FALSE,2014,
Iraq,2015,Hospital beds (per 10 000 population),13.8,WHS6_102,13.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2015,,IRQ,,,,,,FALSE,2015,
Iraq,2016,Hospital beds (per 10 000 population),13,WHS6_102,13,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2016,,IRQ,,,,,,FALSE,2016,
Iraq,2017,Hospital beds (per 10 000 population),13.2,WHS6_102,13.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRQ,2017,,IRQ,,,,,,TRUE,Latest,
Iran (Islamic Republic of),2000,Hospital beds (per 10 000 population),15.9,WHS6_102,15.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2000,,IRN,,,,,,FALSE,2000,
Iran (Islamic Republic of),2001,Hospital beds (per 10 000 population),15.9,WHS6_102,15.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2001,,IRN,,,,,,FALSE,2001,
Iran (Islamic Republic of),2002,Hospital beds (per 10 000 population),16.3,WHS6_102,16.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2002,,IRN,,,,,,FALSE,2002,
Iran (Islamic Republic of),2003,Hospital beds (per 10 000 population),16.3,WHS6_102,16.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2003,,IRN,,,,,,FALSE,2003,
Iran (Islamic Republic of),2004,Hospital beds (per 10 000 population),16.3,WHS6_102,16.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2004,,IRN,,,,,,FALSE,2004,
Iran (Islamic Republic of),2005,Hospital beds (per 10 000 population),17.2,WHS6_102,17.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2005,,IRN,,,,,,FALSE,2005,
Iran (Islamic Republic of),2006,Hospital beds (per 10 000 population),17.2,WHS6_102,17.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2006,,IRN,,,,,,FALSE,2006,
Iran (Islamic Republic of),2007,Hospital beds (per 10 000 population),17.2,WHS6_102,17.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2007,,IRN,,,,,,FALSE,2007,
Iran (Islamic Republic of),2008,Hospital beds (per 10 000 population),13.8,WHS6_102,13.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2008,,IRN,,,,,,FALSE,2008,
Iran (Islamic Republic of),2009,Hospital beds (per 10 000 population),13.8,WHS6_102,13.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2009,,IRN,,,,,,FALSE,2009,
Iran (Islamic Republic of),2010,Hospital beds (per 10 000 population),17.4,WHS6_102,17.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2010,,IRN,,,,,,FALSE,2010,
Iran (Islamic Republic of),2011,Hospital beds (per 10 000 population),17.4,WHS6_102,17.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2011,,IRN,,,,,,FALSE,2011,
Iran (Islamic Republic of),2012,Hospital beds (per 10 000 population),15,WHS6_102,15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2012,,IRN,,,,,,FALSE,2012,
Iran (Islamic Republic of),2013,Hospital beds (per 10 000 population),15,WHS6_102,15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2013,,IRN,,,,,,FALSE,2013,
Iran (Islamic Republic of),2014,Hospital beds (per 10 000 population),15,WHS6_102,15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2014,,IRN,,,,,,FALSE,2014,
Iran (Islamic Republic of),2015,Hospital beds (per 10 000 population),15,WHS6_102,15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2015,,IRN,,,,,,FALSE,2015,
Iran (Islamic Republic of),2016,Hospital beds (per 10 000 population),17,WHS6_102,17,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2016,,IRN,,,,,,FALSE,2016,
Iran (Islamic Republic of),2017,Hospital beds (per 10 000 population),15.6,WHS6_102,15.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,IRN,2017,,IRN,,,,,,TRUE,Latest,
Indonesia,2009,Hospital beds (per 10 000 population),5.9,WHS6_102,5.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2009,,IDN,,,,,,FALSE,2009,
Indonesia,2010,Hospital beds (per 10 000 population),5.7,WHS6_102,5.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2010,,IDN,,,,,,FALSE,2010,
Indonesia,2011,Hospital beds (per 10 000 population),6.2,WHS6_102,6.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2011,,IDN,,,,,,FALSE,2011,
Indonesia,2012,Hospital beds (per 10 000 population),8.3,WHS6_102,8.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2012,,IDN,,,,,,FALSE,2012,
Indonesia,2013,Hospital beds (per 10 000 population),9.9,WHS6_102,9.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2013,,IDN,,,,,,FALSE,2013,
Indonesia,2014,Hospital beds (per 10 000 population),9.4,WHS6_102,9.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2014,,IDN,,,,,,FALSE,2014,
Indonesia,2015,Hospital beds (per 10 000 population),9.8,WHS6_102,9.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2015,,IDN,,,,,,FALSE,2015,
Indonesia,2016,Hospital beds (per 10 000 population),9.9,WHS6_102,9.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2016,,IDN,,,,,,FALSE,2016,
Indonesia,2017,Hospital beds (per 10 000 population),10.4,WHS6_102,10.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IDN,2017,,IDN,,,,,,TRUE,Latest,
India,2000,Hospital beds (per 10 000 population),6.5,WHS6_102,6.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2000,,IND,,,,,,FALSE,2000,
India,2001,Hospital beds (per 10 000 population),6.4,WHS6_102,6.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2001,,IND,,,,,,FALSE,2001,
India,2002,Hospital beds (per 10 000 population),6.3,WHS6_102,6.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2002,,IND,,,,,,FALSE,2002,
India,2005,Hospital beds (per 10 000 population),4.1,WHS6_102,4.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2005,,IND,,,,,,FALSE,2005,
India,2006,Hospital beds (per 10 000 population),4.2,WHS6_102,4.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2006,,IND,,,,,,FALSE,2006,
India,2007,Hospital beds (per 10 000 population),4.1,WHS6_102,4.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2007,,IND,,,,,,FALSE,2007,
India,2008,Hospital beds (per 10 000 population),4.1,WHS6_102,4.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2008,,IND,,,,,,FALSE,2008,
India,2009,Hospital beds (per 10 000 population),4.4,WHS6_102,4.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,IND,2009,,IND,,,,,,FALSE,2009,
